"","name","rte","dir","rte_desc","dir_desc","type","stop_seq","stop_name","jurisdic","zipcode","frequent","degree","betweenness","closeness"
"1",13170,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",50,"SW Broadway & W Burnside","Portland","97205","False",3,3763200.10724901,6.2293652276833e-06
"2",7631,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",100,"SW 5th & Pine","Portland","97204","False",16,7800329.19749219,6.32703160984992e-06
"3",7625,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",150,"SW 5th & Morrison","Portland","97204","False",12,6341099.40904828,6.34312500396445e-06
"4",7612,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",200,"SW 5th & Madison","Portland","97204","False",6,739744.409818805,6.27825213460573e-06
"5",7616,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",250,"SW 5th & Market","Portland","97201","False",6,1923528.84402269,6.20289675278355e-06
"6",10491,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",300,"SW 5th & Hall","Portland","97201","False",8,2232183.12579511,6.18406243429434e-06
"7",7588,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",350,"SW 5th & Broadway","Portland","97201","False",8,900004.882013315,6.01427789572445e-06
"8",7591,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",400,"SW 5th & Caruthers","Portland","97201","False",6,747496.011570364,5.84757705644666e-06
"9",175,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",450,"SW Barbur & Hooker","Portland","97201","False",6,747526.011570364,5.7153308033469e-06
"10",196,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",550,"SW Barbur & Whitaker","Portland","97239","False",6,747556.011570364,5.60377918868485e-06
"11",176,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",650,"SW Barbur & Lane","Portland","97239","False",6,747586.011570363,5.57109271412495e-06
"12",173,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",700,"SW Barbur & Hamilton","Portland","97239","False",14,2524454.37082302,5.72131475813142e-06
"13",155,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",750,"4900 Block SW Barbur","Portland","97239","False",14,2524484.37082302,5.57565890349092e-06
"14",181,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",800,"SW Barbur & Parkhill Dr","Portland","97239","False",6,1106700.43418491,5.47699116013627e-06
"15",207,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",850,"SW Barbur & 3rd","Portland","97219","False",6,1106730.43418491,5.38801812529297e-06
"16",191,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",900,"SW Barbur & Terwilliger","Portland","97219","False",8,877782.818437825,5.25287332170697e-06
"17",199,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",950,"SW Barbur & Bertha","Portland","97219","False",10,1133308.82581312,5.16982887866412e-06
"18",9033,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",1000,"SW Bertha & Chestnut","Portland","97219","False",6,167913.886848118,5.05423190837688e-06
"19",1056,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",1050,"SW Chestnut & 14th","Portland","97219","False",2,71757.130839961,4.90549562675065e-06
"20",12467,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",1100,"SW Chestnut & 12th Dr","Portland","97219","False",2,71787.130839961,4.76562648925828e-06
"21",6026,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",1150,"SW Vermont & Chestnut","Portland","97219","False",2,71817.130839961,4.63383440529369e-06
"22",6032,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",1200,"SW Vermont & 13th","Portland","97219","False",2,71847.1308399611,4.51298159154809e-06
"23",6024,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",1250,"SW Vermont & Bertha","Portland","97219","False",2,71877.1308399612,4.54485545087238e-06
"24",6018,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",1300,"2200 Block SW Vermont","Portland","97219","False",2,71907.1308399612,4.60460276091982e-06
"25",6034,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",1350,"SW Vermont & 24th","Portland","97219","False",2,71937.1308399612,4.71662516036526e-06
"26",966,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",1400,"SW Capitol & 26th","Portland","97219","False",6,839011.383493433,4.84622914909909e-06
"27",6035,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",1450,"SW Vermont & 30th","Portland","97239","False",4,369910.313193557,4.70918432218355e-06
"28",6037,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",1500,"SW Vermont & 32nd","Portland","97219","False",4,369940.313193557,4.58032749341578e-06
"29",13768,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",1550,"SW Vermont & 34th","Portland","97219","False",4,369970.313193557,4.46054204506932e-06
"30",6041,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",1600,"SW Vermont & 37th","Portland","97219","False",2,333718.313189106,4.34480361487661e-06
"31",6043,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",1650,"SW Vermont & 42nd","Portland","97219","False",2,333748.313189106,4.23657007286901e-06
"32",6029,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",1700,"SW Vermont & Idaho Dr","Portland","97219","False",3,333778.313189106,4.1351020543187e-06
"33",6028,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",1750,"SW Vermont & Idaho","Portland","97221","False",2,260956.313189106,4.03328264841472e-06
"34",6047,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",1800,"SW Vermont & 50th","Portland","97219","False",2,260986.313189106,3.93638797039836e-06
"35",6049,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",1850,"SW Vermont & 52nd","Portland","97219","False",2,261016.313189106,3.84406917786893e-06
"36",6050,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",1900,"SW Vermont & 55th","Portland","97219","False",2,261046.313189106,3.75600961538462e-06
"37",6019,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",1950,"5700 Block SW Vermont","Portland","97219","False",4,340792.313189106,3.67192118588367e-06
"38",6051,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",2000,"SW Vermont & 60th","Portland","97219","False",4,340822.313189106,3.59130903214222e-06
"39",6052,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",2050,"SW Vermont & 63rd","Portland","97219","False",4,340852.313189106,3.51416030896497e-06
"40",6030,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",2100,"SW Vermont & Shattuck","Portland","97219","False",4,340882.313189106,3.44350245521725e-06
"41",5222,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",2150,"SW Shattuck & 63rd","Portland","97221","False",4,340912.313189106,3.38482784765567e-06
"42",5221,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",2200,"SW Shattuck & 60th","Portland","97221","False",4,340942.313189106,3.34918614776609e-06
"43",13703,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",2250,"SW Shattuck & 59th Ct","Portland","97221","False",4,340972.313189106,3.40678358747939e-06
"44",863,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",2300,"SW Cameron & Shattuck","Portland","97221","False",4,341002.313189106,3.47908374850399e-06
"45",865,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",2350,"SW Cameron & 53rd","Portland","97221","False",4,341032.313189106,3.55454448512423e-06
"46",862,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",2400,"SW Cameron & Fairvale Ct","Portland","97221","False",4,341062.313189106,3.63337766054079e-06
"47",861,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",2450,"4600 Block SW Cameron","Portland","97221","False",4,341092.313189106,3.71581450653983e-06
"48",7544,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",2500,"SW 45th & Flower Pl","Portland","97221","False",4,341122.313189106,3.8021368008821e-06
"49",7555,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",2550,"SW 45th & Pendleton","Portland","97221","False",4,341152.313189106,3.89261065718946e-06
"50",7549,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",2600,"SW 45th & Illinois","Portland","97221","False",4,341182.313189106,3.98749521500574e-06
"51",7559,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",2650,"SW 45th & Vermont","Portland","97219","False",2,373,3.97451540720898e-06
"52",10466,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",2700,"SW 45th & Vermont","Portland","97219","False",4,73255,4.04416225178954e-06
"53",9328,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",2750,"SW 45th & Nevada","Portland","97219","False",4,73285,3.9465479545042e-06
"54",7540,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",2800,"SW 45th & Caldew","Portland","97219","False",4,73315,3.85353484751563e-06
"55",10801,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",2850,"7500 Block SW 45th","Portland","97219","False",4,73345,3.76480509604018e-06
"56",4052,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",2900,"SW Multnomah & 45th","Portland","97219","False",4,73375,3.68019136995124e-06
"57",7668,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",2950,"SW 51st & Moss","Portland","97219","False",4,73405,3.59932332721448e-06
"58",7667,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",3000,"SW 51st & Custer","Portland","97219","False",4,73435,3.52195764493736e-06
"59",7698,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",3050,"SW 52nd & Maplewood School","Portland","97219","False",4,73465,3.44787162884351e-06
"60",7700,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",3100,"SW 52nd & Nevada Ct","Portland","97219","False",4,73495,3.37686107255861e-06
"61",4104,1,0,"1-Vermont","To Hayhurst and Maplewood via Vermont","BUS",3150,"SW Nevada Ct & 54th","Portland","97219","False",3,73525,3.44014999053959e-06
"62",7728,1,1,"1-Vermont","To Portland City Center","BUS",600,"SW 55th & Texas","Portland","97219","False",2,73555,3.51408621459119e-06
"63",7729,1,1,"1-Vermont","To Portland City Center","BUS",650,"SW 55th & Vermont","Portland","97219","False",2,73585,3.59127034005739e-06
"64",6045,1,1,"1-Vermont","To Portland City Center","BUS",1400,"SW Vermont & 45th","Portland","97219","False",2,334738.313189106,4.07738884018674e-06
"65",11789,1,1,"1-Vermont","To Portland City Center","BUS",1450,"SW Vermont & Idaho Dr","Portland","97219","False",2,334768.313189106,4.17581866925011e-06
"66",6042,1,1,"1-Vermont","To Portland City Center","BUS",1500,"SW Vermont & 37th","Portland","97219","False",2,334798.313189106,4.28113347289828e-06
"67",13769,1,1,"1-Vermont","To Portland City Center","BUS",1550,"SW Vermont & 34th","Portland","97219","False",4,373614.990609012,4.39342216832958e-06
"68",6036,1,1,"1-Vermont","To Portland City Center","BUS",1600,"SW Vermont & 30th","Portland","97219","False",4,373644.990609012,4.51165812459395e-06
"69",6023,1,1,"1-Vermont","To Portland City Center","BUS",1650,"SW Capitol & Vermont","Portland","97219","False",6,589992.285714,4.63664900103397e-06
"70",965,1,1,"1-Vermont","To Portland City Center","BUS",1700,"SW Capitol & 26th","Portland","97219","False",6,590022.285714,4.75861904875205e-06
"71",6031,1,1,"1-Vermont","To Portland City Center","BUS",1750,"SW Vermont & Capitol Hwy","Portland","97219","False",2,73664.0007326932,4.62881530101186e-06
"72",6017,1,1,"1-Vermont","To Portland City Center","BUS",1800,"1900 Block SW Vermont","Portland","97219","False",2,73694.0007326932,4.54004776130245e-06
"73",6022,1,1,"1-Vermont","To Portland City Center","BUS",1850,"SW Vermont & Bertha","Portland","97219","False",2,73724.0007326932,4.49177780073575e-06
"74",6033,1,1,"1-Vermont","To Portland City Center","BUS",1900,"SW Vermont & 13th","Portland","97219","False",2,73754.0007326932,4.58761893402086e-06
"75",6025,1,1,"1-Vermont","To Portland City Center","BUS",1950,"SW Vermont & Chestnut","Portland","97219","False",2,73784.0007326932,4.71224665783906e-06
"76",1053,1,1,"1-Vermont","To Portland City Center","BUS",2000,"SW Chestnut & 12th","Portland","97219","False",2,73814.0007326932,4.84942534309684e-06
"77",1051,1,1,"1-Vermont","To Portland City Center","BUS",2050,"SW Chestnut & Bertha","Portland","97219","False",2,73844.0007326932,4.99522955577424e-06
"78",467,1,1,"1-Vermont","To Portland City Center","BUS",2100,"1400 Block SW Bertha","Portland","97219","False",4,217847.056058477,5.15047101057392e-06
"79",11211,1,1,"1-Vermont","To Portland City Center","BUS",2150,"SW Bertha & Barbur","Portland","97219","False",6,672175.730563044,5.21555905577519e-06
"80",193,1,1,"1-Vermont","To Portland City Center","BUS",2200,"SW Barbur & Terwilliger","Portland","97219","False",6,1611611.44851967,5.27298229332546e-06
"81",203,1,1,"1-Vermont","To Portland City Center","BUS",2250,"SW Barbur & 2nd","Portland","97219","False",6,1611641.44851968,5.35458030799546e-06
"82",182,1,1,"1-Vermont","To Portland City Center","BUS",2300,"SW Barbur & Parkhill","Portland","97239","False",6,1611671.44851968,5.45699614190373e-06
"83",156,1,1,"1-Vermont","To Portland City Center","BUS",2350,"4900 Block SW Barbur","Portland","97239","False",14,2818253.55967683,5.59215309078301e-06
"84",172,1,1,"1-Vermont","To Portland City Center","BUS",2400,"S Barbur & SW Hamilton","Portland","97239","False",14,2818283.55967683,5.74201142660274e-06
"85",177,1,1,"1-Vermont","To Portland City Center","BUS",2450,"SW Barbur & Lane","Portland","97239","False",6,38797,5.58169650083446e-06
"86",195,1,1,"1-Vermont","To Portland City Center","BUS",2550,"SW Barbur & Whitaker","Portland","97239","False",6,38827,5.65006864833408e-06
"87",174,1,1,"1-Vermont","To Portland City Center","BUS",2650,"SW Barbur & Hooker","Portland","97201","False",6,38857,5.76329014707916e-06
"88",654,1,1,"1-Vermont","To Portland City Center","BUS",2700,"SW Broadway & 5th","Portland","97201","False",2,26686,5.9011324273128e-06
"89",7772,1,1,"1-Vermont","To Portland City Center","BUS",2750,"SW 6th & Market","Portland","97201","False",8,42861,6.08017316333169e-06
"90",7765,1,1,"1-Vermont","To Portland City Center","BUS",2800,"SW 6th & Jefferson","Portland","97201","False",6,13977.5231369606,6.02892679074198e-06
"91",7800,1,1,"1-Vermont","To Portland City Center","BUS",2850,"SW 6th & Taylor","Portland","97204","False",10,2384770.45191114,6.22335625602888e-06
"92",7797,1,1,"1-Vermont","To Portland City Center","BUS",2900,"SW 6th & Harvey Milk","Portland","97204","False",7,743538.508853589,6.15797673516389e-06
"93",3007,2,0,"FX2-Division","To Gresham","BUS",50,"NW Irving & 5th","Portland","97209","True",3,109135.786630624,6.04094552879417e-06
"94",9302,2,0,"FX2-Division","To Gresham","BUS",100,"NW 5th & Hoyt","Portland","97209","True",3,109165.786630624,6.09358528277283e-06
"95",9301,2,0,"FX2-Division","To Gresham","BUS",150,"NW 5th & Davis","Portland","97209","True",15,6831304.88537156,6.30397780999811e-06
"96",7642,2,0,"FX2-Division","To Gresham","BUS",200,"SW 5th & Washington","Portland","97204","True",4,1452421.06074574,6.28002637611078e-06
"97",7634,2,0,"FX2-Division","To Gresham","BUS",250,"SW 5th & Salmon","Portland","97204","True",4,1452451.06074573,6.23558022073954e-06
"98",7594,2,0,"FX2-Division","To Gresham","BUS",300,"SW 5th & Columbia","Portland","97201","True",8,2699136.59479062,6.16006307904593e-06
"99",3397,2,0,"FX2-Division","To Gresham","BUS",400,"300 Block SW Lincoln","Portland","97201","True",10,4911925.54632449,6.10772810837553e-06
"100",13732,2,0,"FX2-Division","To Gresham","BUS",450,"South Waterfront/S Moody","Portland","97201","True",10,4911955.54632449,6.00658321520386e-06
"101",13772,2,0,"FX2-Division","To Gresham","BUS",500,"OMSI/SE Water","Portland","97214","True",10,4911985.54632449,5.91495478017071e-06
"102",1375,2,0,"FX2-Division","To Gresham","BUS",550,"SE Division & 12th Ave","Portland","97202","True",4,447341.846331093,5.74838183051471e-06
"103",1435,2,0,"FX2-Division","To Gresham","BUS",600,"SE Division & 20th Ave","Portland","97202","True",4,447371.846331093,5.55731537209005e-06
"104",1441,2,0,"FX2-Division","To Gresham","BUS",650,"SE Division & 26th Ave","Portland","97202","True",2,182134.000000006,5.38479763930472e-06
"105",1447,2,0,"FX2-Division","To Gresham","BUS",700,"SE Division & 30th Ave","Portland","97202","True",2,182164.000000006,5.23015287736861e-06
"106",1451,2,0,"FX2-Division","To Gresham","BUS",750,"SE Division & 34th Ave","Portland","97202","True",2,182194.000000006,5.08636650322476e-06
"107",1458,2,0,"FX2-Division","To Gresham","BUS",800,"SE Division & Cesar Chavez Blvd","Portland","97202","True",2,182224.000000006,4.95130392588888e-06
"108",8791,2,0,"FX2-Division","To Gresham","BUS",850,"SE Division & 43rd Ave","Portland","97206","True",2,182254.000000006,4.8239732173007e-06
"109",14225,2,0,"FX2-Division","To Gresham","BUS",900,"SE Division & 51st Ave","Portland","97206","True",2,182284.000000006,4.70373523615103e-06
"110",1477,2,0,"FX2-Division","To Gresham","BUS",950,"SE Division & 60th Ave","Portland","97206","True",2,182314.000000006,4.59001946168252e-06
"111",14226,2,0,"FX2-Division","To Gresham","BUS",1000,"SE Division & 68th Ave","Portland","97206","True",2,182344.000000006,4.48231502606466e-06
"112",1489,2,0,"FX2-Division","To Gresham","BUS",1050,"SE Division & 76th Ave","Portland","97206","True",2,182374.000000006,4.38016311727449e-06
"113",1497,2,0,"FX2-Division","To Gresham","BUS",1100,"SE Division & 82nd Ave","Portland","97266","True",2,182404.000000006,4.28315051419222e-06
"114",8433,2,0,"FX2-Division","To Gresham","BUS",1150,"SE Division & 87th Ave","Portland","97266","True",2,182434.000000006,4.19090406182422e-06
"115",13297,2,0,"FX2-Division","To Gresham","BUS",1200,"SE Division & SE Division St MAX Station","Portland","97266","True",2,182464.000000006,4.10308593092865e-06
"116",1359,2,0,"FX2-Division","To Gresham","BUS",1250,"SE Division & 101st Ave","Portland","97266","True",2,182494.000000006,4.02852193530194e-06
"117",14227,2,0,"FX2-Division","To Gresham","BUS",1300,"SE Division & 113th Ave","Portland","97266","True",2,182524.000000006,3.96581467748012e-06
"118",1370,2,0,"FX2-Division","To Gresham","BUS",1350,"SE Division & 116th Ave","Portland","97266","True",2,182554.000000006,3.90699782380221e-06
"119",1379,2,0,"FX2-Division","To Gresham","BUS",1400,"SE Division & 122nd Ave","Portland","97236","True",2,182584.000000006,3.85178337570295e-06
"120",1386,2,0,"FX2-Division","To Gresham","BUS",1450,"SE Division & 130th Ave","Portland","97236","True",2,182614.000000006,3.79994072092475e-06
"121",1389,2,0,"FX2-Division","To Gresham","BUS",1500,"SE Division & 136th Ave","Portland","97236","True",2,182644.000000006,3.75131765032468e-06
"122",13881,2,0,"FX2-Division","To Gresham","BUS",1550,"14200 Block SE Division","Portland","97236","True",2,182674.000000006,3.70913002355298e-06
"123",1400,2,0,"FX2-Division","To Gresham","BUS",1600,"SE Division & 148th Ave","Portland","97236","True",2,182704.000000006,3.6727708117558e-06
"124",1409,2,0,"FX2-Division","To Gresham","BUS",1650,"SE Division & 157th Ave","Portland","97236","True",2,182734.000000006,3.65135410466972e-06
"125",1415,2,0,"FX2-Division","To Gresham","BUS",1700,"SE Division & 162nd Ave","Portland","97236","True",2,182764.000000006,3.63316644988773e-06
"126",1418,2,0,"FX2-Division","To Gresham","BUS",1750,"SE Division & 168th Ave","Portland","97236","True",2,182794.000000006,3.62086632847775e-06
"127",1422,2,0,"FX2-Division","To Gresham","BUS",1800,"SE Division & 174th Ave","Portland","97236","True",2,182824.000000006,3.63977841029038e-06
"128",14228,2,0,"FX2-Division","To Gresham","BUS",1850,"18200 Block SE Division","Gresham","97030","True",2,182854.000000006,3.665366683283e-06
"129",1333,2,0,"FX2-Division","To Gresham","BUS",1900,"NW Division & Eastwood Ave","Gresham","97030","True",2,182884.000000006,3.70727367094239e-06
"130",9426,2,0,"FX2-Division","To Gresham","BUS",1950,"NW Division & Angeline Ave","Gresham","97030","True",2,182914.000000006,3.75852244965459e-06
"131",14229,2,0,"FX2-Division","To Gresham","BUS",2000,"NW Division & Overlook Ave","Gresham","97030","True",2,182944.000000006,3.8169687161244e-06
"132",1331,2,0,"FX2-Division","To Gresham","BUS",2050,"NW Division & Eastman Pkwy","Gresham","97030","True",2,182974.000000006,3.89453596603965e-06
"133",8199,2,0,"FX2-Division","To Gresham","BUS",2100,"Gresham Central Transit Center","Gresham","97030","True",9,305926.000000006,3.98851308232291e-06
"134",14230,2,0,"FX2-Division","To Gresham","BUS",2150,"Cleveland Ave Park & Ride","Gresham","97030","True",2,0,3.98171596031026e-06
"135",14232,2,1,"FX2-Division","To Portland City Center","BUS",50,"Cleveland Ave Park & Ride","Gresham","97030","True",2,0,4.06414852024352e-06
"136",14233,2,1,"FX2-Division","To Portland City Center","BUS",100,"Gresham Central Transit Center","Gresham","97030","True",2,2834.5,4.15004917808276e-06
"137",14234,2,1,"FX2-Division","To Portland City Center","BUS",150,"NW Division & Ava Ln","Gresham","97030","True",4,1738314.05010169,4.25838155950449e-06
"138",1316,2,1,"FX2-Division","To Portland City Center","BUS",200,"NW Division & Civic Dr","Gresham","97030","True",2,203999.050101686,4.15141023405651e-06
"139",9425,2,1,"FX2-Division","To Portland City Center","BUS",250,"NW Division & Angeline Ave","Gresham","97030","True",2,204029.050101686,4.05017354993661e-06
"140",1334,2,1,"FX2-Division","To Portland City Center","BUS",300,"NW Division & Eastwood Ave","Gresham","97030","True",2,204059.050101686,3.96414824328771e-06
"141",14235,2,1,"FX2-Division","To Portland City Center","BUS",350,"18000 Block SE Division","Gresham","97236","True",2,204089.050101686,3.90059718142848e-06
"142",1423,2,1,"FX2-Division","To Portland City Center","BUS",400,"SE Division & 174th Ave","Portland","97236","True",2,204119.050101686,3.84596154807644e-06
"143",14236,2,1,"FX2-Division","To Portland City Center","BUS",450,"SE Division & 168th Ave","Portland","97236","True",2,204149.050101686,3.79555616284454e-06
"144",1416,2,1,"FX2-Division","To Portland City Center","BUS",500,"SE Division & 162nd Ave","Portland","97236","True",2,204179.050101686,3.76357238290585e-06
"145",14237,2,1,"FX2-Division","To Portland City Center","BUS",550,"SE Division & 157th Ave","Portland","97236","True",2,204209.050101686,3.73901663862404e-06
"146",9263,2,1,"FX2-Division","To Portland City Center","BUS",600,"SE Division & 148th Ave","Portland","97236","True",2,204239.050101686,3.75385239101628e-06
"147",1396,2,1,"FX2-Division","To Portland City Center","BUS",650,"SE Division & 142nd Ave","Portland","97236","True",2,204269.050101686,3.77234643720741e-06
"148",1390,2,1,"FX2-Division","To Portland City Center","BUS",700,"SE Division & 135th Ave","Portland","97236","True",2,204299.050101686,3.79913227818766e-06
"149",1387,2,1,"FX2-Division","To Portland City Center","BUS",750,"SE Division & 130th Ave","Portland","97236","True",2,204329.050101686,3.83735744217102e-06
"150",1381,2,1,"FX2-Division","To Portland City Center","BUS",800,"SE Division & 122nd Ave","Portland","97266","True",2,204359.050101686,3.8825301672594e-06
"151",14238,2,1,"FX2-Division","To Portland City Center","BUS",850,"SE Division & 116th Ave","Portland","97266","True",2,204389.050101686,3.93279637553486e-06
"152",14239,2,1,"FX2-Division","To Portland City Center","BUS",900,"11100 Block SE Division","Portland","97266","True",2,204419.050101686,3.98903812323734e-06
"153",1360,2,1,"FX2-Division","To Portland City Center","BUS",950,"SE Division & 101st Ave","Portland","97266","True",2,204449.050101686,4.0491075766901e-06
"154",13298,2,1,"FX2-Division","To Portland City Center","BUS",1000,"SE Division & SE Division St MAX Station","Portland","97266","True",2,204479.050101686,4.11258615868002e-06
"155",1501,2,1,"FX2-Division","To Portland City Center","BUS",1050,"SE Division & 85th Ave","Portland","97266","True",2,204509.050101686,4.18033986163075e-06
"156",1499,2,1,"FX2-Division","To Portland City Center","BUS",1100,"SE Division & 82nd Ave","Portland","97206","True",2,204539.050101686,4.26488337676406e-06
"157",14240,2,1,"FX2-Division","To Portland City Center","BUS",1150,"SE Division & 75th Ave","Portland","97206","True",2,204569.050101686,4.36003418266799e-06
"158",1482,2,1,"FX2-Division","To Portland City Center","BUS",1200,"SE Division & 67th Ave","Portland","97206","True",2,204599.050101686,4.46125843177844e-06
"159",14241,2,1,"FX2-Division","To Portland City Center","BUS",1250,"SE Division & 59th Ave","Portland","97206","True",2,204629.050101687,4.56796214072978e-06
"160",14242,2,1,"FX2-Division","To Portland City Center","BUS",1300,"SE Division & 51st Ave","Portland","97206","True",2,204659.050101687,4.68059612072194e-06
"161",10613,2,1,"FX2-Division","To Portland City Center","BUS",1350,"SE Division & 43rd Ave","Portland","97206","True",2,204689.050101687,4.79966210378789e-06
"162",1459,2,1,"FX2-Division","To Portland City Center","BUS",1400,"SE Division & Cesar Chavez Blvd","Portland","97202","True",2,204719.050101687,4.92572014028451e-06
"163",1452,2,1,"FX2-Division","To Portland City Center","BUS",1450,"SE Division & 34th Ave","Portland","97202","True",2,204749.050101687,5.05939732459069e-06
"164",1448,2,1,"FX2-Division","To Portland City Center","BUS",1500,"SE Division & 30th Ave","Portland","97202","True",2,204779.050101687,5.20139813581891e-06
"165",1442,2,1,"FX2-Division","To Portland City Center","BUS",1550,"SE Division & 26th Ave","Portland","97202","True",2,204809.050101687,5.35412160280984e-06
"166",14243,2,1,"FX2-Division","To Portland City Center","BUS",1600,"SE Division & 20th Ave","Portland","97202","True",4,403425.619334565,5.52712158562064e-06
"167",14244,2,1,"FX2-Division","To Portland City Center","BUS",1650,"SE Division & 11th Ave","Portland","97202","True",4,403455.619334565,5.71729137603769e-06
"168",13773,2,1,"FX2-Division","To Portland City Center","BUS",1700,"OMSI/SE Water","Portland","97214","True",10,5877021.37748975,5.90957173333649e-06
"169",13733,2,1,"FX2-Division","To Portland City Center","BUS",1750,"South Waterfront/S Moody","Portland","97239","True",10,5877051.37748975,6.0030855859912e-06
"170",3398,2,1,"FX2-Division","To Portland City Center","BUS",1800,"SW Lincoln & 1st","Portland","97201","True",10,5877081.37748975,6.1047824866e-06
"171",13780,2,1,"FX2-Division","To Portland City Center","BUS",1850,"SW Hall & 5th","Portland","97201","True",8,3197939.74005242,6.13937611659903e-06
"172",11486,2,1,"FX2-Division","To Portland City Center","BUS",1900,"SW 6th & Columbia","Portland","97201","True",10,5221872.79293499,6.25817474075511e-06
"173",9300,2,1,"FX2-Division","To Portland City Center","BUS",2050,"NW 6th & Flanders","Portland","97209","True",5,152817.182424638,6.18808051930372e-06
"174",12791,4,0,"4-Fessenden","To St Johns","BUS",50,"SW Jefferson & 5th","Portland","97204","True",2,1136677.19660757,6.18425365334785e-06
"175",7789,4,0,"4-Fessenden","To St Johns","BUS",100,"SW 6th & Salmon","Portland","97204","True",10,4451455.56962186,6.29730853033414e-06
"176",7803,4,0,"4-Fessenden","To St Johns","BUS",150,"SW 6th & Washington","Portland","97204","True",16,10186323.4109266,6.36075667561413e-06
"177",7751,4,0,"4-Fessenden","To St Johns","BUS",200,"SW 6th & W Burnside","Portland","97204","True",14,4894585.6577151,6.3075962381496e-06
"178",8886,4,0,"4-Fessenden","To St Johns","BUS",250,"NW Everett & 5th","Portland","97209","True",14,5587273.19252442,6.24500399680256e-06
"179",1612,4,0,"4-Fessenden","To St Johns","BUS",300,"NW Everett & 2nd","Portland","97209","True",20,9607017.11805531,6.23464718131601e-06
