rte,dir,rte_desc,dir_desc,stop_id,stop_name
19,1,19-Woodstock/Glisan,To Gateway Transit Center,5061,NE Sandy & 18th
19,1,19-Woodstock/Glisan,To Gateway Transit Center,5044,NE Sandy & Flanders
19,1,19-Woodstock/Glisan,To Gateway Transit Center,13193,NE Glisan & 24th
19,1,19-Woodstock/Glisan,To Gateway Transit Center,2105,NE Glisan & 28th
19,1,19-Woodstock/Glisan,To Gateway Transit Center,2106,NE Glisan & 30th
19,1,19-Woodstock/Glisan,To Gateway Transit Center,2108,NE Glisan & 32nd
19,1,19-Woodstock/Glisan,To Gateway Transit Center,2003,NE Glisan & Laurelhurst
19,1,19-Woodstock/Glisan,To Gateway Transit Center,2001,NE Glisan & Laddington
19,1,19-Woodstock/Glisan,To Gateway Transit Center,2110,NE Glisan & Cesar Chavez Blvd
19,1,19-Woodstock/Glisan,To Gateway Transit Center,2114,NE Glisan & 43rd
19,1,19-Woodstock/Glisan,To Gateway Transit Center,13737,NE Glisan & 45th
19,1,19-Woodstock/Glisan,To Gateway Transit Center,2119,NE Glisan & 49th
19,1,19-Woodstock/Glisan,To Gateway Transit Center,2122,NE Glisan & 53rd
19,1,19-Woodstock/Glisan,To Gateway Transit Center,2124,NE Glisan & 56th
19,1,19-Woodstock/Glisan,To Gateway Transit Center,2127,NE Glisan & 60th
19,1,19-Woodstock/Glisan,To Gateway Transit Center,2130,NE Glisan & 62nd
19,1,19-Woodstock/Glisan,To Gateway Transit Center,2131,NE Glisan & 65th
19,1,19-Woodstock/Glisan,To Gateway Transit Center,2134,NE Glisan & 67th
19,1,19-Woodstock/Glisan,To Gateway Transit Center,2138,NE Glisan & 71st
19,1,19-Woodstock/Glisan,To Gateway Transit Center,2139,NE Glisan & 73rd
19,1,19-Woodstock/Glisan,To Gateway Transit Center,2144,NE Glisan & 78th
19,1,19-Woodstock/Glisan,To Gateway Transit Center,2147,NE Glisan & 82nd
19,1,19-Woodstock/Glisan,To Gateway Transit Center,2151,NE Glisan & 86th
19,1,19-Woodstock/Glisan,To Gateway Transit Center,2155,NE Glisan & 92nd
19,1,19-Woodstock/Glisan,To Gateway Transit Center,2158,NE Glisan & 94th
19,1,19-Woodstock/Glisan,To Gateway Transit Center,8140,NE 99th & Glisan
19,1,19-Woodstock/Glisan,To Gateway Transit Center,8321,NE Pacific St & The Oregon Clinic
19,1,19-Woodstock/Glisan,To Gateway Transit Center,8194,Gateway TC (drop off only stop)
20,0,20-Burnside/Stark,To Beaverton Transit Center,10857,Gresham Central Transit Center
20,0,20-Burnside/Stark,To Beaverton Transit Center,2253,Gresham Central Transit Center
20,0,20-Burnside/Stark,To Beaverton Transit Center,12707,NE Division & Kelly
20,0,20-Burnside/Stark,To Beaverton Transit Center,1328,NE Division & Cleveland
20,0,20-Burnside/Stark,To Beaverton Transit Center,1324,NE Division & Burnside
20,0,20-Burnside/Stark,To Beaverton Transit Center,1339,NE Division & Hogan
20,0,20-Burnside/Stark,To Beaverton Transit Center,1335,NE Division & Fleming
20,0,20-Burnside/Stark,To Beaverton Transit Center,1355,NE Division & Village Squire Ct
20,0,20-Burnside/Stark,To Beaverton Transit Center,1320,NE Division & Palmblad Dr
20,0,20-Burnside/Stark,To Beaverton Transit Center,3092,NE Kane & Division
20,0,20-Burnside/Stark,To Beaverton Transit Center,3097,NE Kane & 15th
20,0,20-Burnside/Stark,To Beaverton Transit Center,3091,NE Kane & 18th Ct
20,0,20-Burnside/Stark,To Beaverton Transit Center,3105,NE Kane & 23rd
20,0,20-Burnside/Stark,To Beaverton Transit Center,10879,"NE Kane & 29th, MHCC"
20,0,20-Burnside/Stark,To Beaverton Transit Center,8464,SE Stark & SW 257th Dr
20,0,20-Burnside/Stark,To Beaverton Transit Center,5398,SE Stark & SW McGinnis
20,0,20-Burnside/Stark,To Beaverton Transit Center,9792,SE Stark & SW Sundial
20,0,20-Burnside/Stark,To Beaverton Transit Center,5411,SE Stark & NE Rene
20,0,20-Burnside/Stark,To Beaverton Transit Center,12957,SE Stark & Cherry Park
20,0,20-Burnside/Stark,To Beaverton Transit Center,5407,SE Stark & 238th
20,0,20-Burnside/Stark,To Beaverton Transit Center,5493,SE Stark & NE Cleveland
20,0,20-Burnside/Stark,To Beaverton Transit Center,8851,SE Stark & NE Kelly
20,0,20-Burnside/Stark,To Beaverton Transit Center,5492,SE Stark & 223rd
20,0,20-Burnside/Stark,To Beaverton Transit Center,5488,SE Stark & 217th
20,0,20-Burnside/Stark,To Beaverton Transit Center,5393,SE Stark & 215th
20,0,20-Burnside/Stark,To Beaverton Transit Center,5391,21000 Block SE Stark
20,0,20-Burnside/Stark,To Beaverton Transit Center,5481,SE Stark & 205th Pl
20,0,20-Burnside/Stark,To Beaverton Transit Center,5479,SE Stark & 202nd
20,0,20-Burnside/Stark,To Beaverton Transit Center,5476,SE Stark & 197th
20,0,20-Burnside/Stark,To Beaverton Transit Center,13523,19400 Block SE Stark
20,0,20-Burnside/Stark,To Beaverton Transit Center,5472,SE Stark & 192nd
20,0,20-Burnside/Stark,To Beaverton Transit Center,12397,SE Stark & 187th
20,0,20-Burnside/Stark,To Beaverton Transit Center,5469,SE Stark & 185th
20,0,20-Burnside/Stark,To Beaverton Transit Center,5390,SE Stark & 182nd
20,0,20-Burnside/Stark,To Beaverton Transit Center,5466,SE Stark & 179th
20,0,20-Burnside/Stark,To Beaverton Transit Center,5464,SE Stark & 176th Pl
20,0,20-Burnside/Stark,To Beaverton Transit Center,5462,SE Stark & 174th
20,0,20-Burnside/Stark,To Beaverton Transit Center,13547,SE Stark & 169th
20,0,20-Burnside/Stark,To Beaverton Transit Center,5459,SE Stark & 167th
20,0,20-Burnside/Stark,To Beaverton Transit Center,5457,SE Stark & 165th
20,0,20-Burnside/Stark,To Beaverton Transit Center,5455,SE Stark & 162nd
20,0,20-Burnside/Stark,To Beaverton Transit Center,5453,SE Stark & 160th
20,0,20-Burnside/Stark,To Beaverton Transit Center,11071,SE Stark & 155th Pl
20,0,20-Burnside/Stark,To Beaverton Transit Center,5446,SE Stark & 151st
20,0,20-Burnside/Stark,To Beaverton Transit Center,5443,SE Stark & 148th
20,0,20-Burnside/Stark,To Beaverton Transit Center,5442,SE Stark & 146th
20,0,20-Burnside/Stark,To Beaverton Transit Center,12949,SE Stark & 142nd
20,0,20-Burnside/Stark,To Beaverton Transit Center,5395,SE Stark & 139th
20,0,20-Burnside/Stark,To Beaverton Transit Center,5433,SE Stark & 133rd
20,0,20-Burnside/Stark,To Beaverton Transit Center,12943,SE Stark & 130th
20,0,20-Burnside/Stark,To Beaverton Transit Center,5428,SE Stark & 126th
20,0,20-Burnside/Stark,To Beaverton Transit Center,5426,SE Stark & 122nd
20,0,20-Burnside/Stark,To Beaverton Transit Center,5424,SE Stark & 119th
20,0,20-Burnside/Stark,To Beaverton Transit Center,5422,SE Stark & 117th
20,0,20-Burnside/Stark,To Beaverton Transit Center,5419,SE Stark & 113th
20,0,20-Burnside/Stark,To Beaverton Transit Center,5417,SE Stark & 111th
20,0,20-Burnside/Stark,To Beaverton Transit Center,5415,SE Stark & 108th
20,0,20-Burnside/Stark,To Beaverton Transit Center,5414,SE Stark & 105th
20,0,20-Burnside/Stark,To Beaverton Transit Center,10910,SE 103rd Dr & Stark
20,0,20-Burnside/Stark,To Beaverton Transit Center,10877,E Burnside & NE 102nd
20,0,20-Burnside/Stark,To Beaverton Transit Center,8745,E Burnside & NE 97th
20,0,20-Burnside/Stark,To Beaverton Transit Center,823,E Burnside & NE 94th
20,0,20-Burnside/Stark,To Beaverton Transit Center,697,9100 Block E Burnside
20,0,20-Burnside/Stark,To Beaverton Transit Center,818,E Burnside & NE 87th
20,0,20-Burnside/Stark,To Beaverton Transit Center,814,E Burnside & NE 82nd
20,0,20-Burnside/Stark,To Beaverton Transit Center,811,E Burnside & NE 79th
20,0,20-Burnside/Stark,To Beaverton Transit Center,809,E Burnside & NE 74th
20,0,20-Burnside/Stark,To Beaverton Transit Center,807,E Burnside & NE 72nd
20,0,20-Burnside/Stark,To Beaverton Transit Center,801,E Burnside & NE 69th
20,0,20-Burnside/Stark,To Beaverton Transit Center,800,E Burnside & NE 67th
20,0,20-Burnside/Stark,To Beaverton Transit Center,796,E Burnside & NE 62nd
20,0,20-Burnside/Stark,To Beaverton Transit Center,794,E Burnside & NE 60th
20,0,20-Burnside/Stark,To Beaverton Transit Center,791,E Burnside & NE 58th
20,0,20-Burnside/Stark,To Beaverton Transit Center,788,E Burnside & NE 55th
20,0,20-Burnside/Stark,To Beaverton Transit Center,785,E Burnside & NE 52nd
20,0,20-Burnside/Stark,To Beaverton Transit Center,778,E Burnside & NE 47th
20,0,20-Burnside/Stark,To Beaverton Transit Center,777,E Burnside & NE 44th
20,0,20-Burnside/Stark,To Beaverton Transit Center,775,E Burnside & NE 41st
20,0,20-Burnside/Stark,To Beaverton Transit Center,771,E Burnside & NE Cesar Chavez Blvd
20,0,20-Burnside/Stark,To Beaverton Transit Center,711,E Burnside & NE Laurelhurst
20,0,20-Burnside/Stark,To Beaverton Transit Center,702,E Burnside & NE Floral
20,0,20-Burnside/Stark,To Beaverton Transit Center,768,E Burnside & NE 32nd
20,0,20-Burnside/Stark,To Beaverton Transit Center,764,E Burnside & NE 28th
20,0,20-Burnside/Stark,To Beaverton Transit Center,760,E Burnside & NE 24th
20,0,20-Burnside/Stark,To Beaverton Transit Center,8512,E Burnside & NE 20th
20,0,20-Burnside/Stark,To Beaverton Transit Center,730,E Burnside & NE 18th
20,0,20-Burnside/Stark,To Beaverton Transit Center,6839,NE 16th & Sandy
20,0,20-Burnside/Stark,To Beaverton Transit Center,5058,NE Sandy & 14th
20,0,20-Burnside/Stark,To Beaverton Transit Center,13328,NE Couch & 12th Ave
20,0,20-Burnside/Stark,To Beaverton Transit Center,13329,NE Couch & 7th Ave
20,0,20-Burnside/Stark,To Beaverton Transit Center,13330,NE Couch & M L King
20,0,20-Burnside/Stark,To Beaverton Transit Center,689,W Burnside & Burnside Bridge
20,0,20-Burnside/Stark,To Beaverton Transit Center,782,W Burnside & NW 5th
20,0,20-Burnside/Stark,To Beaverton Transit Center,10791,W Burnside & NW 10th
20,0,20-Burnside/Stark,To Beaverton Transit Center,11032,W Burnside & NW 12th
20,0,20-Burnside/Stark,To Beaverton Transit Center,10809,W Burnside & NW 17th
20,0,20-Burnside/Stark,To Beaverton Transit Center,735,W Burnside & NW 19th
20,0,20-Burnside/Stark,To Beaverton Transit Center,742,W Burnside & NW 20th Pl
20,0,20-Burnside/Stark,To Beaverton Transit Center,747,W Burnside & NW King
20,0,20-Burnside/Stark,To Beaverton Transit Center,755,W Burnside & NW 23rd
20,0,20-Burnside/Stark,To Beaverton Transit Center,14009,W Burnside & NW 24th Pl
20,0,20-Burnside/Stark,To Beaverton Transit Center,8880,W Burnside & NW Maywood Dr
20,0,20-Burnside/Stark,To Beaverton Transit Center,713,W Burnside & NW Macleay
20,0,20-Burnside/Stark,To Beaverton Transit Center,707,W Burnside & NW Hermosa
20,0,20-Burnside/Stark,To Beaverton Transit Center,687,W Burnside & NW Barnes
20,0,20-Burnside/Stark,To Beaverton Transit Center,682,4600 Block W Burnside
20,0,20-Burnside/Stark,To Beaverton Transit Center,780,W Burnside & NW 48th Ave
20,0,20-Burnside/Stark,To Beaverton Transit Center,691,W Burnside & Mt Calvary Cemetery
20,0,20-Burnside/Stark,To Beaverton Transit Center,8798,SW Barnes & Barnes/Burnside
20,0,20-Burnside/Stark,To Beaverton Transit Center,252,SW Barnes & 70th
20,0,20-Burnside/Stark,To Beaverton Transit Center,239,SW Barnes & Miller
20,0,20-Burnside/Stark,To Beaverton Transit Center,237,SW Barnes & Leahy
20,0,20-Burnside/Stark,To Beaverton Transit Center,231,8200 Block SW Barnes (Art School)
20,0,20-Burnside/Stark,To Beaverton Transit Center,253,SW Barnes & 84th
20,0,20-Burnside/Stark,To Beaverton Transit Center,235,8800 Block SW Barnes (Catlin Gabel School)
20,0,20-Burnside/Stark,To Beaverton Transit Center,240,SW Barnes & Monterey/St Vincent Hosp Dr
20,0,20-Burnside/Stark,To Beaverton Transit Center,5378,St Vincent Hospital East Pavilion
20,0,20-Burnside/Stark,To Beaverton Transit Center,5379,St Vincent Hospital Main Stop
20,0,20-Burnside/Stark,To Beaverton Transit Center,5377,St Vincent Hospital Dr & Barnes
20,0,20-Burnside/Stark,To Beaverton Transit Center,9970,Sunset Transit Center
20,0,20-Burnside/Stark,To Beaverton Transit Center,9628,SW Barnes & Cedar Hills Blvd
20,0,20-Burnside/Stark,To Beaverton Transit Center,993,SW Cedar Hills & Butner
20,0,20-Burnside/Stark,To Beaverton Transit Center,12993,SW Cedar Hills & Foothill Dr
20,0,20-Burnside/Stark,To Beaverton Transit Center,1020,SW Cedar Hills & Park Way
20,0,20-Burnside/Stark,To Beaverton Transit Center,1018,SW Cedar Hills & Lynnridge
20,0,20-Burnside/Stark,To Beaverton Transit Center,1011,SW Cedar Hills & Huntington
20,0,20-Burnside/Stark,To Beaverton Transit Center,1022,SW Cedar Hills & Walker
20,0,20-Burnside/Stark,To Beaverton Transit Center,1014,SW Cedar Hills & Jenkins
20,0,20-Burnside/Stark,To Beaverton Transit Center,1003,SW Cedar Hills & Fairfield
20,0,20-Burnside/Stark,To Beaverton Transit Center,2268,3600 Block SW Hall
20,0,20-Burnside/Stark,To Beaverton Transit Center,1034,SW Center & 125th
20,0,20-Burnside/Stark,To Beaverton Transit Center,12932,SW Center & Lombard
20,0,20-Burnside/Stark,To Beaverton Transit Center,9654,Beaverton Transit Center
20,1,20-Burnside/Stark,To Gresham Central Transit Center,9654,Beaverton Transit Center
20,1,20-Burnside/Stark,To Gresham Central Transit Center,8169,Beaverton Transit Center
20,1,20-Burnside/Stark,To Gresham Central Transit Center,12933,SW Lombard & Center
20,1,20-Burnside/Stark,To Gresham Central Transit Center,1035,SW Center & 125th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,2274,SW Hall & Colony
20,1,20-Burnside/Stark,To Gresham Central Transit Center,2273,SW Hall & Cedar Hills
20,1,20-Burnside/Stark,To Gresham Central Transit Center,995,3300 Block SW Cedar Hills
20,1,20-Burnside/Stark,To Gresham Central Transit Center,1002,SW Cedar Hills & Fairfield
20,1,20-Burnside/Stark,To Gresham Central Transit Center,1013,SW Cedar Hills & Jenkins
20,1,20-Burnside/Stark,To Gresham Central Transit Center,1021,SW Cedar Hills & Walker
20,1,20-Burnside/Stark,To Gresham Central Transit Center,1010,SW Cedar Hills & Huntington
20,1,20-Burnside/Stark,To Gresham Central Transit Center,1017,SW Cedar Hills & Lynnridge
20,1,20-Burnside/Stark,To Gresham Central Transit Center,1019,SW Cedar Hills & Park Way
20,1,20-Burnside/Stark,To Gresham Central Transit Center,13018,SW Cedar Hills & Foothill Dr
20,1,20-Burnside/Stark,To Gresham Central Transit Center,996,SW Cedar Hills & Butner
20,1,20-Burnside/Stark,To Gresham Central Transit Center,9627,SW Barnes & Cedar Hills Blvd
20,1,20-Burnside/Stark,To Gresham Central Transit Center,11939,Sunset Transit Center
20,1,20-Burnside/Stark,To Gresham Central Transit Center,233,9300 Block SW Barnes
20,1,20-Burnside/Stark,To Gresham Central Transit Center,5378,St Vincent Hospital East Pavilion
20,1,20-Burnside/Stark,To Gresham Central Transit Center,5379,St Vincent Hospital Main Stop
20,1,20-Burnside/Stark,To Gresham Central Transit Center,241,SW Barnes & Monterey
20,1,20-Burnside/Stark,To Gresham Central Transit Center,255,SW Barnes & 88th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,12960,SW Barnes & 84th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,230,8200 Block SW Barnes (Art School)
20,1,20-Burnside/Stark,To Gresham Central Transit Center,236,SW Barnes & Leahy
20,1,20-Burnside/Stark,To Gresham Central Transit Center,238,SW Barnes & Miller
20,1,20-Burnside/Stark,To Gresham Central Transit Center,251,SW Barnes & 70th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,8799,W Burnside & SW Barnes
20,1,20-Burnside/Stark,To Gresham Central Transit Center,690,W Burnside & Mt. Calvary Cemetery
20,1,20-Burnside/Stark,To Gresham Central Transit Center,781,W Burnside & SW 48th Dr
20,1,20-Burnside/Stark,To Gresham Central Transit Center,685,W Burnside & SW Fischer Ln
20,1,20-Burnside/Stark,To Gresham Central Transit Center,686,W Burnside & NW Barnes
20,1,20-Burnside/Stark,To Gresham Central Transit Center,706,W Burnside & NW Hermosa
20,1,20-Burnside/Stark,To Gresham Central Transit Center,712,W Burnside & SW Tichner
20,1,20-Burnside/Stark,To Gresham Central Transit Center,8881,W Burnside & NW Maywood Dr
20,1,20-Burnside/Stark,To Gresham Central Transit Center,9354,W Burnside & SW Osage
20,1,20-Burnside/Stark,To Gresham Central Transit Center,718,W Burnside & SW St Clair
20,1,20-Burnside/Stark,To Gresham Central Transit Center,749,W Burnside & SW 21st
20,1,20-Burnside/Stark,To Gresham Central Transit Center,8511,W Burnside & SW 20th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,9860,W Burnside & SW 18th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,725,W Burnside & SW 15th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,723,W Burnside & SW 13th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,10792,W Burnside & SW 10th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,792,W Burnside & SW 6th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,9526,W Burnside & SW 2nd
20,1,20-Burnside/Stark,To Gresham Central Transit Center,704,E Burnside & NE Grand
20,1,20-Burnside/Stark,To Gresham Central Transit Center,820,E Burnside & SE 8th Ave
20,1,20-Burnside/Stark,To Gresham Central Transit Center,13327,E Burnside & SE 12th Ave
20,1,20-Burnside/Stark,To Gresham Central Transit Center,726,E Burnside & SE 16th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,740,E Burnside & SE 20th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,759,E Burnside & SE 24th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,763,E Burnside & SE 28th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,769,E Burnside & SE 32nd
20,1,20-Burnside/Stark,To Gresham Central Transit Center,701,E Burnside & SE Floral
20,1,20-Burnside/Stark,To Gresham Central Transit Center,710,E Burnside & SE Laurelhurst
20,1,20-Burnside/Stark,To Gresham Central Transit Center,770,E Burnside & SE Cesar Chavez Blvd
20,1,20-Burnside/Stark,To Gresham Central Transit Center,774,E Burnside & SE 41st
20,1,20-Burnside/Stark,To Gresham Central Transit Center,776,E Burnside & SE 44th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,779,E Burnside & SE 47th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,786,E Burnside & SE 52nd
20,1,20-Burnside/Stark,To Gresham Central Transit Center,787,E Burnside & SE 55th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,12955,E Burnside & SE 57th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,793,E Burnside & SE 60th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,13155,E Burnside & 63rd
20,1,20-Burnside/Stark,To Gresham Central Transit Center,799,E Burnside & SE 67th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,12761,E Burnside & SE 69th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,806,E Burnside & SE 72nd
20,1,20-Burnside/Stark,To Gresham Central Transit Center,808,E Burnside & SE 74th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,812,E Burnside & SE 79th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,813,E Burnside & SE 82nd
20,1,20-Burnside/Stark,To Gresham Central Transit Center,817,E Burnside & SE 87th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,696,9100 Block E Burnside
20,1,20-Burnside/Stark,To Gresham Central Transit Center,822,E Burnside & SE 94th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,12934,E Burnside & SE 99th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,6511,SE 102nd & Burnside
20,1,20-Burnside/Stark,To Gresham Central Transit Center,6526,SE 102nd & Pine
20,1,20-Burnside/Stark,To Gresham Central Transit Center,6143,SE Washington & 105th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,6144,SE Washington & 108th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,5416,SE Stark & 111th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,5418,SE Stark & 113th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,5421,SE Stark & 117th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,5423,SE Stark & 119th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,5425,SE Stark & 122nd
20,1,20-Burnside/Stark,To Gresham Central Transit Center,12950,12600 Block SE Stark
20,1,20-Burnside/Stark,To Gresham Central Transit Center,5431,SE Stark & 130th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,5432,SE Stark & 133rd
20,1,20-Burnside/Stark,To Gresham Central Transit Center,5436,SE Stark & 139th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,5439,SE Stark & 143rd
20,1,20-Burnside/Stark,To Gresham Central Transit Center,5444,SE Stark & 148th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,5445,SE Stark & 151st
20,1,20-Burnside/Stark,To Gresham Central Transit Center,5448,SE Stark & 155th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,5452,SE Stark & 160th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,5454,SE Stark & 162nd
20,1,20-Burnside/Stark,To Gresham Central Transit Center,5458,SE Stark & 166th Pl
20,1,20-Burnside/Stark,To Gresham Central Transit Center,12954,SE Stark & 169th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,5461,SE Stark & 174th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,5463,SE Stark & 176th Pl
20,1,20-Burnside/Stark,To Gresham Central Transit Center,5465,SE Stark & 179th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,5467,SE Stark & 182nd
20,1,20-Burnside/Stark,To Gresham Central Transit Center,5468,SE Stark & 185th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,12398,SE Stark & 187th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,5471,SE Stark & 192nd
20,1,20-Burnside/Stark,To Gresham Central Transit Center,5475,SE Stark & 196th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,5477,SE Stark & 199th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,5478,SE Stark & 202nd
20,1,20-Burnside/Stark,To Gresham Central Transit Center,5480,SE Stark & 205th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,5392,21000 Block SE Stark
20,1,20-Burnside/Stark,To Gresham Central Transit Center,12953,SE Stark & 214th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,5487,SE Stark & 217th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,5489,SE Stark & 220th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,5491,SE Stark & 223rd
20,1,20-Burnside/Stark,To Gresham Central Transit Center,5404,SE Stark & NE Kelly
20,1,20-Burnside/Stark,To Gresham Central Transit Center,5494,SE Stark & NE Cleveland
20,1,20-Burnside/Stark,To Gresham Central Transit Center,12961,SE Stark & 238th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,5495,SE Stark & NE 242nd
20,1,20-Burnside/Stark,To Gresham Central Transit Center,5410,SE Stark & Medical Center
20,1,20-Burnside/Stark,To Gresham Central Transit Center,5397,SE Stark & NE Hale
20,1,20-Burnside/Stark,To Gresham Central Transit Center,13031,NE Kane & SE Stark
20,1,20-Burnside/Stark,To Gresham Central Transit Center,10878,NE Kane & 29th (MHCC)
20,1,20-Burnside/Stark,To Gresham Central Transit Center,3104,NE Kane & 23rd
20,1,20-Burnside/Stark,To Gresham Central Transit Center,3099,NE Kane & 18th Ct
20,1,20-Burnside/Stark,To Gresham Central Transit Center,12952,NE Kane & 15th
20,1,20-Burnside/Stark,To Gresham Central Transit Center,3093,NE Kane & Division
20,1,20-Burnside/Stark,To Gresham Central Transit Center,1356,NE Division & Village Squire Ct
20,1,20-Burnside/Stark,To Gresham Central Transit Center,1336,NE Division & Fleming
20,1,20-Burnside/Stark,To Gresham Central Transit Center,1338,NE Division & Francis
20,1,20-Burnside/Stark,To Gresham Central Transit Center,1317,NE Division & Hogan Pl
20,1,20-Burnside/Stark,To Gresham Central Transit Center,1325,NE Division & Burnside
20,1,20-Burnside/Stark,To Gresham Central Transit Center,1327,NE Division & Cleveland
20,1,20-Burnside/Stark,To Gresham Central Transit Center,14201,NE Kelly & 8th (Gresham Central TC)
20,1,20-Burnside/Stark,To Gresham Central Transit Center,1340,NE Division & Kelly
20,1,20-Burnside/Stark,To Gresham Central Transit Center,2798,NE Hood & 9th
21,0,21-Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,10857,Gresham Central Transit Center
21,0,21-Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,2253,Gresham Central Transit Center
21,0,21-Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,14086,NE Division & Hood
21,0,21-Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,1342,NW Division & Miller
21,0,21-Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,1572,NW Eastman & Division
21,0,21-Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,10821,NW Eastman & Burnside
21,0,21-Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,7150,SE 223rd & Salmon
21,0,21-Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,7153,SE 223rd & Yamhill
21,0,21-Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,7152,SE 223rd & Stark
21,0,21-Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,7145,SE 223rd & Ankeny
21,0,21-Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,9766,NE 223rd & Glisan
21,0,21-Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,9772,NE 223rd & Park Lane
21,0,21-Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,9773,1400 Block NE 223rd
21,0,21-Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,2341,NE Halsey & Fairview/223rd
21,0,21-Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,2416,NE Halsey & 227th
21,0,21-Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,2418,NE Halsey & 230th Ct
21,0,21-Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,2330,23300 Block NE Halsey
21,0,21-Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,13594,NE 238th & Halsey
21,0,21-Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,13090,23500 Block NE Sandy
21,0,21-Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,13478,23200 Block NE Sandy
21,0,21-Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,13092,22800 Block NE Sandy
21,0,21-Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,9776,NE Sandy & 223rd
21,0,21-Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,11772,NE Sandy & Arborcrest Dr
21,0,21-Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,9722,21100 Block NE Sandy
21,0,21-Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,9723,NE Sandy & 206th Pl
21,0,21-Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,9724,NE Sandy & 201st
21,0,21-Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,9853,19000 Block NE Sandy
21,0,21-Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,9726,18600 Block NE Sandy
21,0,21-Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,10874,NE Sandy & 185th Dr
